REGION,GENE,SGDID,CHROM,START,STOP,STRAND,PROTEIN_LENGTH,GENE_NAME,DESCRIPTION,SUMMARY,UniprotID,UniparcID
YMR004W,MVP1,S000004606,chrXIII,274017,275552,1,511,Multi-copy suppressor of vps1,Protein required for sorting proteins to the vacuole,"Phosphatidylinositol-3-phosphate binding protein that is involved in retrograde transport, protein targeting to the vacuole and membrane tubulation; localized to the nucleus, endosome and cytoplasm",P40959,UPI000012FA98
YMR109W,MYO5,S000004715,chrXIII,486587,490246,1,1219,MYOsin,One of two type I myosin motors,"Microfilament motor protein of the actin cortical patch; involved in endo- and exocytosis, response to osmotic stress, bud site selection, cell wall organization, and actin cortical patch localization",Q04439,UPI00000531C3
YML117W,NAB6,S000004585,chrXIII,34243,37647,1,1134,Nucleic Acid Binding protein,mRNA-binding protein,mRNA-binding protein of the cytoplasmic stress granule,Q03735,UPI0000052FC4
YMR080C,NAM7,S000004685,chrXIII,426712,429627,-1,971,Nuclear Accommodation of Mitochondria,ATP-dependent RNA helicase of the SFI superfamily,"ATP-dependent RNA helicase and ATPase that is involved in non-sense mediated mRNA decay, translation termination, protein ubiquitination; localizes to the polyribosomes",P30771,UPI000004EEDA
YMR069W,NAT4,S000004673,chrXIII,407709,408566,1,285,N-AcetylTransferase,N alpha-acetyl-transferase,"Acetyltransferase involved in the acetylation of both histone H4 and H2A; localizes to both the cytoplasm and nucleus
",Q04751,UPI000013BA33
YMR122W-A,NCW1,S000007524,chrXIII,511315,511569,1,84,Novel Cell Wall protein,Protein of unknown function,Protein whose biological role is unknown; localizes to the cytoplasm and endoplasmic reticulum in a large-scale study,Q3E842,UPI00001683D6
YML031W,NDC1,S000004493,chrXIII,214189,216156,1,655,Nuclear Division Cycle,Subunit of the transmembrane ring of the nuclear pore complex (NPC),"Structural component of the nuclear pore complex; involved in nuclear pore organization, spindle pole body duplication and transport of proteins between the cytoplasm and nucleus",P32500,UPI000012FE67
YMR145C,NDE1,S000004753,chrXIII,554793,556475,-1,560,"NADH Dehydrogenase, External",Mitochondrial external NADH dehydrogenase,NADH dehydrogenase involved glycolytic fermentation to ethanol and NADH oxidation; also involved in regulation of apoptosis; localizes to mitochondria,P40215,UPI000013B8C3
YML120C,NDI1,S000004589,chrXIII,28266,29807,-1,513,NADH Dehydrogenase Internal,NADH:ubiquinone oxidoreductase,NADH:ubiquinone oxidoreductase involved in mitochondrial electron transport and positive regulation of apoptosis; localizes to mitochondrial matrix,P32340,UPI000012FE7B
YMR285C,NGL2,S000004898,chrXIII,840144,841691,-1,515,,Protein involved in 5.8S rRNA processing,Endonuclease involved in rRNA processing,Q03264,UPI000013B943
YML118W,NGL3,S000004587,chrXIII,32334,33851,1,505,,3'-5' exonuclease specific for poly-A RNAs,"Poly(A) specific, 3'-5' exonuclease involved in polyadenylation-dependent RNA catabolism",Q03210,UPI000013B9EF
YMR309C,NIP1,S000004926,chrXIII,892988,895426,-1,812,Nuclear ImPort,eIF3c subunit of the eukaryotic translation initiation factor 3 (eIF3),Subunit of the eukaryotic translation initiation factor 3 (eIF3) complex; mRNA binding protein that contains translation initiation factor activity; localizes to the cytoplasm and to stress granules,P32497,UPI0000052EAB
YMR091C,NPL6,S000004697,chrXIII,450058,451365,-1,435,Nuclear Protein Localization,Component of the RSC chromatin remodeling complex,"Subunit of RSC chromatin remodeling complex, slides along DNA affecting nucleosome positioning and transcription regulation",P32832,UPI0000052F63
YML023C,NSE5,S000004485,chrXIII,226994,228664,-1,556,Non-SMC Element,Component of the SMC5-SMC6 complex,Subunit of SMC5-SMC6 SUMO ligase complex involved in DNA repair; localizes to nucleus,Q03718,UPI000013B97B
YML059C,NTE1,S000004524,chrXIII,153219,158258,-1,1679,Neuropathy Target Esterase,Serine esterase,Lysophospholipase involved in phosphatidylcholine catabolism; localizes to ER,Q04958,UPI0000052ED9
YMR047C,NUP116,S000004650,chrXIII,363364,366705,-1,1113,NUclear Pore,FG-nucleoporin component of central core of the nuclear pore complex,"Nuclear pore protein involved in mRNA export from nucleus, protein import into nucleus and ribosomal large subunit export from nucleus",Q02630,UPI0000053065
YML103C,NUP188,S000004571,chrXIII,62582,67549,-1,1655,NUclear Pore,Subunit of the inner ring of the nuclear pore complex (NPC),"Nuclear pore protein involved in mRNA export from nucleus in response to heat stress, nuclear pore organization and protein import into nucleus; localizes to nuclear pore inner ring",P52593,UPI000012FC1B
YMR153W,NUP53,S000004762,chrXIII,564435,565862,1,475,NUclear Pore,FG-nucleoporin component of central core of nuclear pore complex (NPC),"Phospholipid binding protein involved in positive regulation of DNA-templated transcription, protein localization to kinetochore and regulation of protein desumoylation; localizes to nuclear pore",Q03790,UPI000013B8D3
YML060W,OGG1,S000004525,chrXIII,151871,153001,1,376,8-OxoGuanine Glycosylase/lyase,Nuclear and mitochondrial glycosylase/lyase,"Oxidized purine nucleobase lesion DNA N-glycosylase involved in DNA repair, error-free translesion synthesis and telomerase mediated telomere maintenance; localizes to mitochondria and nucleus",P53397,UPI0000130C4F
YMR226C,ORA1,S000004839,chrXIII,721593,722396,-1,267,OxidoReductase of Alcohols,NADP(+)-dependent serine dehydrogenase and carbonyl reductase,Multifunctional reductase and serine 3-dehydrogenase involved in acetoin metabolism; localizes to both nucleus and cytoplasm,Q05016,UPI000013B91D
YML065W,ORC1,S000004530,chrXIII,142210,144954,1,914,Origin Recognition Complex,Largest subunit of the origin recognition complex,"ATP binding protein involved in DNA replication initiation, maintenance of rDNA and silent mating-type cassette heterochromatin formation; localizes to nucleus; subunit of DNA replication pre-initiation complex",P54784,UPI00000531B0
YML019W,OST6,S000004481,chrXIII,233457,234455,1,332,OligoSaccharylTransferase,Subunit of the oligosaccharyltransferase complex of the ER lumen,Subunit of oligosaccharyltransferase complex that has protein disulfide oxidoreductase activity; involved in protein N-linked glycosylation via asparagine,Q03723,UPI000005303C
YMR165C,PAH1,S000004775,chrXIII,590040,592628,-1,862,Phosphatidic Acid phosphoHydrolase,Mg2+-dependent phosphatidate (PA) phosphatase,"Phosphatidate phosphatase involved in phospholipid biosynthesis, triglyceride biosynthesis, and lipid particle organization; also involved in aerobic respiration, plasmid maintenance, and non-autophagic vacuole fusion; localizes to the vacuole, lipid particle, cytosol, and nuclear membrane",P32567,UPI0000135ABD
YMR174C,PAI3,S000004786,chrXIII,610159,610365,-1,68,Proteinase A Inhibitor,Cytoplasmic proteinase A (Pep4p) inhibitor,Endopeptidase inhibitor involved in vacuolar protein catabolism; localizes to both cytoplasm and nucleus,P01094,UPI0000036C85
YMR325W,PAU19,S000004944,chrXIII,922641,923015,1,124,seriPAUperin,Protein of unknown function,Protein whose biological role and cellular location are unknown,P0CE85,UPI000013B95D
YMR087W,PDL32,S000004693,chrXIII,442527,443381,1,284,Protein of Dual Localization of 32 kDa,Putative ADP-ribose-1''-monophosphatase,Phosphatase involved in tRNA splicing via endonucleolytic cleavage and ligation,Q04299,UPI000013BA43
YMR076C,PDS5,S000004681,chrXIII,416196,420029,-1,1277,Precocious Dissociation of Sisters,Cohesion maintenance factor,"Subunit of the meiotic recombination initiation complex that initiates formation of double-strand breaks for meiotic recombination; involved in double-strand break repair, mitotic chromosome condensation, mitotic sister chromatid cohesion, meiotic cell cycle, and chromatin looping",Q04264,UPI000013BA37
YMR231W,PEP5,S000004844,chrXIII,733545,736634,1,1029,carboxyPEPtidase Y-deficient,"Histone E3 ligase, component of CORVET membrane tethering complex","E3 ubiquitin protein-ligase involved in the catabolism of histones; subunit of both the HOPS complex, which is involved in vacuolar fusion, and the CORVET membrane tethering complex, which is involved in vacuolar biogenesis and endosome to vacuole transport",P12868,UPI0000052FFA
YMR257C,PET111,S000004870,chrXIII,779629,782031,-1,800,PETite colonies,Mitochondrial translational activator specific for the COX2 mRNA,Mitochondrial translation regulator required for biogenesis and assembly of mitochondrial respiratory chain complex IV; localizes to mitochondrial inner membrane,P08468,UPI0000132859
YMR026C,PEX12,S000004628,chrXIII,324236,325435,-1,399,PEroXin,C3HC4-type RING-finger peroxin and E3 ubiquitin ligase,Ubiquitin-protein ligase subunit of the peroxisomal importomer complex involved in the import of proteins into the peroxisomal matrix,Q04370,UPI0000131706
YMR018W,PEX9,S000004620,chrXIII,310208,311752,1,514,PEroXin,Peroxisomal membrane signal receptor for peroxisomal matrix proteins,Putative signal receptor for peroxisomal matrix proteins; involved in the import of proteins into the peroxisomal matrix; localizes to the peroxisomal membrane and the cytosol,Q04364,UPI000013BA0E
YMR205C,PFK2,S000004818,chrXIII,671887,674766,-1,959,PhosphoFructoKinase,Beta subunit of heterooctameric phosphofructokinase,Subunit of 6-phosphofructokinase complex involved in glycolysis; localizes in mitochondria,P16862,UPI0000052FA5
YML125C,PGA3,S000004594,chrXIII,20761,21699,-1,312,Processing of Gas1p and ALP,"Putative cytochrome b5 reductase, localized to the plasma membrane",Cytochrome-b5 reductase involved in protein transport; localizes to endoplasmic reticulum and plasma membrane,Q12746,UPI000013B9F5
YMR105C,PGM2,S000004711,chrXIII,475897,477606,-1,569,PhosphoGlucoMutase,Phosphoglucomutase,"Cytoplasmic phosphoglucomutase involved in metabolism of glycogen, trehalose, UDP-glucose, and glucose 1-phosphate; also involved in calcium homeostasis",P37012,UPI0000131854
YML123C,PHO84,S000004592,chrXIII,24037,25800,-1,587,PHOsphate metabolism,High-affinity inorganic phosphate (Pi) transporter,Inorganic phosphate transmembrane transporter involved in phosphate ion transport and polyphosphate metabolism; also has manganese ion transmembrane transporter activity and selenite:proton symporter activity involved in the transport of selenite across the plasma membrane; integral component of the plasma membrane,P25297,UPI00001318AC
YML061C,PIF1,S000004526,chrXIII,148953,151532,-1,859,Petite Integration Frequency,"DNA helicase, potent G-quadruplex DNA binder/unwinder","DNA helicase and telomerase inhibitor; binds single-stranded DNA and G-quadruplex DNA; has multiple roles in chromosome organization including DNA strand renaturation, G-quadruplex DNA unwinding, and telomere maintenance; involved in DNA recombination, double-strand break repair via break-induced replication, and replication fork reversal; also involved in mitochondrial genome maintenance; localizes to the nucleus, replication fork, mitochondrion, and mitochondrial membrane",P07271,UPI00001683BA
YMR123W,PKR1,S000004730,chrXIII,513593,513961,1,122,Pichia farinosa Killer toxin Resistance,V-ATPase assembly factor,ER membrane protein involved in assembly of the vacuolar proton-transporting V-type ATPase complex,Q03880,UPI000013B896
YMR008C,PLB1,S000004610,chrXIII,280590,282584,-1,664,PhosphoLipase B,Phospholipase B (lysophospholipase) involved in lipid metabolism,"Lysophospholipase of the plasma membrane, endoplasmic reticulum, and periplasmic space; involved in glycerophospholipid metabolism and phosphatidylcholine acyl-chain remodeling",P39105,UPI0000131BC6
YMR006C,PLB2,S000004608,chrXIII,277561,279681,-1,706,PhosphoLipase B,Phospholipase B (lysophospholipase) involved in lipid metabolism,Lysophospholipase of the cell wall and extracellular region; involved in glycerophospholipid metabolism,Q03674,UPI0000131BC7
YML107C,PML39,S000004575,chrXIII,55265,56269,-1,334,Pre-mRNA Leakage,Protein required for nuclear retention of unspliced pre-mRNAs,Zinc-binding nuclear membrane protein involved in retention of mRNAs,Q03760,UPI00001D479B
YML069W,POB3,S000004534,chrXIII,135500,137158,1,552,POl1 Binding,Subunit of the heterodimeric FACT complex (Spt16p-Pob3p),"Subunit of the FACT, the primosome and the replication fork protection complexes; binds to histones and nucleosomes; involved in regulation of transcription, DNA replication and DNA replication independent nucleosome organization",Q04636,UPI0000053038
YMR129W,POM152,S000004736,chrXIII,527804,531817,1,1337,POre Membrane,Glycoprotein subunit of transmembrane ring of nuclear pore complex,Subunit of nuclear pore transmembrane ring involved in nuclear pore organization and nucleocytoplasmic transport; contributes to spindle pole body duplication,P39685,UPI0000130FA1
YMR267W,PPA2,S000004880,chrXIII,801772,802704,1,310,PyroPhosphatAse,Mitochondrial inorganic pyrophosphatase,Mitochondrial inorganic diphosphatase involved in aerobic respiration,P28239,UPI0000053272
YML016C,PPZ1,S000004478,chrXIII,239458,241536,-1,692,Protein Phosphatase Z,"Serine/threonine protein phosphatase Z, isoform of Ppz2p",Protein serine/threonine phosphatase involved in sodium ion homeostasis and protein localization; localizes to the nucleus and cytoplasm and is found as an extrinsic component of plasma membrane,P26570,UPI00001683C4
YMR297W,PRC1,S000004912,chrXIII,861922,863520,1,532,PRoteinase C,"Vacuolar carboxypeptidase Y (proteinase C, CPY)","Serine-type carboxypeptidase involved in vacuolar protein catabolism, vacuolar zymogen activation, phytochelatin biosynthesis and macroautophagy; localizes to the vacuole lumen",P00729,UPI00001271DF
YMR314W,PRE5,S000004931,chrXIII,901709,902413,1,234,PRoteinase yscE,Alpha 6 subunit of the 20S proteasome,Protein involved in proteasomal ubiquitin-independent and ubiquitin-dependent protein degradation; localizes to alpha-subunit of proteasome core complex and proteasome storage granules,P40302,UPI0000052FDE
YML092C,PRE8,S000004557,chrXIII,85987,86739,-1,250,PRoteinase yscE,Alpha 2 subunit of the 20S proteasome,"Subunit of 26S proteasome involved in both ubiquitin-dependent and ubiquitin-independent protein catabolism; localizes to cytoplasm, nucleus, and nuclear envelope-endoplasmic reticulum network",P23639,UPI0000052FE0
YMR278W,PRM15,S000004891,chrXIII,822763,824631,1,622,Phospho Ribo Mutase,Phosphoribomutase,"Phosphopentomutase involved in inosine catabolism, purine ribonucleoside salvage, and guanosine catabolism; localizes to the nucleus and cytoplasm",Q03262,UPI000013B941
YML047C,PRM6,S000004510,chrXIII,180017,181075,-1,352,Pheromone-Regulated Membrane protein,Potassium transporter that mediates K+ influx,"Plasma membrane potassium ion transporter; also localizes to the bud tip, mating projection tip, and the vacuole",Q04705,UPI000013B99F
