REGION,GENE,SGDID,CHROM,START,STOP,STRAND,PROTEIN_LENGTH,GENE_NAME,DESCRIPTION,SUMMARY
YMR142C,RPL13B,S000004750,chrXIII,550206,551207,-1,199,Ribosomal Protein of the Large subunit,Ribosomal 60S subunit protein L13B,Subunit of the cytosolic large ribosomal subunit; involved in translation
YMR121C,RPL15B,S000004728,chrXIII,509734,510348,-1,204,Ribosomal Protein of the Large subunit,Ribosomal 60S subunit protein L15B,RNA-binding subunit of the cytosolic large ribosomal subunit; involved in translation
YMR242C,RPL20A,S000004855,chrXIII,753225,754220,-1,172,Ribosomal Protein of the Large subunit,Ribosomal 60S subunit protein L20A,Subunit of the cytosolic large ribosomal subunit; involved in translation
YMR194W,RPL36A,S000004807,chrXIII,651145,651910,1,100,Ribosomal Protein of the Large subunit,Ribosomal 60S subunit protein L36A,RNA-binding subunit of the cytosolic large ribosomal subunit; involved in translation
YML073C,RPL6A,S000004538,chrXIII,123227,124172,-1,176,Ribosomal Protein of the Large subunit,Ribosomal 60S subunit protein L6A,"RNA-binding subunit of the cytosolic large ribosomal subunit; involved in assembly of the ribosomal large subunit, and translation"
YML091C,RPM2,S000004556,chrXIII,87123,90731,-1,1202,RNase P Mitochondrial,Protein subunit of mitochondrial RNase P,Subunit of the ribonuclease P complex that positively regulates transcription; involved in mRNA processing and mitochondrion organization; localized to the mitochndrial matrix and nucleus
YMR230W,RPS10B,S000004843,chrXIII,732414,733141,1,105,Ribosomal Protein of the Small subunit,Protein component of the small (40S) ribosomal subunit,Subunit of the cytosolic small ribosomal subunit; involved in nuclear export of rRNA and translation
YMR143W,RPS16A,S000004751,chrXIII,551928,552903,1,143,Ribosomal Protein of the Small subunit,Protein component of the small (40S) ribosomal subunit,Subunit of the cytosolic small ribosomal subunit; involved in maturation of the small subunit rRNA and translation
YML024W,RPS17A,S000004486,chrXIII,225889,226697,1,136,Ribosomal Protein of the Small subunit,Ribosomal protein 51 (rp51) of the small (40s) subunit,Subunit of the cytosolic small ribosomal subunit; involved in assembly of the small ribosomal subunit and translation
YML026C,RPS18B,S000004488,chrXIII,222987,223828,-1,146,Ribosomal Protein of the Small subunit,Protein component of the small (40S) ribosomal subunit,Subunit of the cytosolic small ribosomal subunit; involved in rRNA processing and nuclear export
YML063W,RPS1B,S000004528,chrXIII,146482,147249,1,255,Ribosomal Protein of the Small subunit,Ribosomal protein of the small (40S) subunit,Subunit of the cytosolic small ribosomal subunit; involved in maturation of the small subunit rRNA
YMR131C,RRB1,S000004738,chrXIII,533163,534698,-1,511,Regulator of Ribosome Biogenesis,Specific assembly chaperone for ribosomal protein Rpl3p,Nucleolar protein that binds unfolded proteins; involved in biosynthesis of ribosomes
YML043C,RRN11,S000004507,chrXIII,190244,191767,-1,507,Regulation of RNA polymerase I,Component of the core factor (CF) rDNA transcription factor complex,DNA-binding RNA polymerase I transcription factor involved in transcription of the nuclear large rRNA transcript; binds TATA-binding protein TBP; subunit of the RNA polymerase I core factor complex
YMR270C,RRN9,S000004883,chrXIII,805326,806423,-1,365,Regulation of RNA polymerase I,Protein involved in promoting high level transcription of rDNA,Sequence-specific DNA-binding RNA polymerase I transcription factor involved in transcription of the nuclear large rRNA transcript; binds TATA-binding protein TBP; subunit of the RNA polymerase I upstream activating factor complex
YMR229C,RRP5,S000004842,chrXIII,725934,731123,-1,1729,Ribosomal RNA Processing,RNA binding protein involved in synthesis of 18S and 5.8S rRNAs,"Small nucleolar RNA (snoRNA) binding protein that is a subunit of small ribosomal subunit processome, variants 1, 2, and 3; involved in 90S preribosome assembly, maturation of small subunit ribosomal RNA (SSU rRNA) and endonucleolytic cleavage of tricistronic ribosomal RNA (rRNA) transcripts; localized to the nucleolus"
YML127W,RSC9,S000004596,chrXIII,17064,18809,1,581,Remodel the Structure of Chromatin,Component of the RSC chromatin remodeling complex,"DNA-binding subunit of the RSC-type chromatin remodeling complex, which is involved in transcription by RNA Pol II and RNA Pol III; also involved in nucleosome disassembly, rRNA transcription, tRNA gene-mediated silencing, and cellular response to hydrogen peroxide"
YML049C,RSE1,S000004513,chrXIII,174220,178305,-1,1361,RNA Splicing and ER-to-Golgi transport,Protein involved in pre-mRNA splicing,U2 snRNA-binding protein involved in spliceosomal complex assembly and mRNA splicing; subunit of U2 snRNP and of U2-type prespliceosome
YMR030W,RSF1,S000004632,chrXIII,330793,331923,1,376,ReSpiration Factor,Protein required for respiratory growth,Protein involved in mitochondrial transcription and aerobic respiration; localizes to both nucleus and mitochondria
YMR266W,RSN1,S000004879,chrXIII,798518,801379,1,953,Rescue of Sro7 at high Nacl,Membrane protein of unknown function,"Protein of unknown function that localizes to various part of the cell including endoplasmic reticulum, vacuole membrane, and cell periphery"
YMR185W,RTP1,S000004797,chrXIII,629025,631970,1,981,Required for the nuclear Transport of RNA Pol II,Protein required for the nuclear import and biogenesis of RNA pol II,Cytoplasmic protein required for nuclear import of RNA polymerase II
YMR060C,SAM37,S000004664,chrXIII,391532,392515,-1,327,Sorting and Assembly Machinery,Component of the Sorting and Assembly Machinery (SAM) complex,Subunit of the mitochondrial sorting and assembly machinery (SAM) complex with roles in phospholipid transport and translocation of protein through the mitochondrial outer membrane
YMR263W,SAP30,S000004876,chrXIII,794919,795524,1,201,Sin3-Associated Polypeptide,Component of Rpd3L histone deacetylase complex,Histone deacetylase subunit of Rpd3L complex which deacetylates histones across gene coding regions; involved in transcription regulation and chromatin silencing
YMR127C,SAS2,S000004734,chrXIII,522329,523345,-1,338,Something About Silencing,Histone acetyltransferase (HAT) catalytic subunit of the SAS complex,Catalytic subunit of SAS acetyltransferase complex involved in chromatin silencing
YMR214W,SCJ1,S000004827,chrXIII,695350,696483,1,377,S. Cerevisiae DnaJ,One of several homologs of bacterial chaperone DnaJ,Chaperone-binding protein of the endoplasmic reticulum lumen; involved in protein folding and ER-associated ubiquitin-dependent protein catabolism
YMR272C,SCS7,S000004885,chrXIII,809623,810777,-1,384,Suppressor of Ca2+ Sensitivity,Sphingolipid alpha-hydroxylase,Fatty acid alpha-hydroxylase involved in inositol phosphoceramide metabolism; localizes to endoplasmic reticulum
YMR305C,SCW10,S000004921,chrXIII,879063,880232,-1,389,Soluble Cell Wall protein,Cell wall protein with similarity to glucanases,Cell wall protein with possible glucosidase activity; appears to be involved in conjugation
YMR074C,SDD2,S000004678,chrXIII,413036,413473,-1,145,Suppressor of Degenerative Death,Protein with homology to human PDCD5,Protein with a role in apoptosis; localizes to both nucleus and cytoplasm
YMR079W,SEC14,S000004684,chrXIII,424989,426059,1,304,SECretory,Phosphatidylinositol/phosphatidylcholine transfer protein,Phosphatidylcholine transporter involved in Golgi-to-PM and Golgi-to-vacuole transport
YMR013C,SEC59,S000004615,chrXIII,295179,296738,-1,519,SECretory,Dolichol kinase,"Dolichol kinase involved in dolichyl monophosphate biosynthesis; localizes to endoplasmic reticulum, putatively integral to membrane in high-throughput studies"
YML105C,SEC65,S000004573,chrXIII,57866,58687,-1,273,SECretory,Subunit of the signal recognition particle (SRP),Subunit of the signal recognition particle that targets nascent proteins to the endoplasmic reticulum
YMR086W,SEG1,S000004692,chrXIII,439208,442090,1,960,Stability of Eisosomes Guaranteed,Component of eisosome required for proper eisosome assembly,Cellular periphery protein involved in eisosome assembly
YMR059W,SEN15,S000004663,chrXIII,391099,391485,1,128,Splicing ENdonuclease,Subunit of the tRNA splicing endonuclease,Subunit of the tRNA-intron endonuclease complex that cleaves intron-containing pre-tRNAs; contributes to endonuclease activity
YMR190C,SGS1,S000004802,chrXIII,640915,645258,-1,1447,Slow Growth Suppressor,RecQ family nucleolar DNA helicase,"Nucleolar ATP-dependent DNA helicase that is a subunit of the RecQ helicase-Topoisomerase III complex; melts and unwinds double-stranded DNA; involved in the formation of telomeric 3' overhangs, maintenance of telomeres by recombination, processing of DNA double-strand breaks, segregation of chromatids during mitosis, and segregation of chromosomes during meiosis; has a role in gene conversion at the mating-type loci, and also regulates meiotic recombination and the conversion of paired broken DNA and homologous duplex DNA into four-stranded branched intermediate joint molecules"
YMR118C,SHH3,S000004724,chrXIII,502144,502734,-1,196,SDH3 Homolog,Putative mitochondrial inner membrane protein of unknown function,Predicted integral membrane protein whose biological role is unknown
YMR175W,SIP18,S000004787,chrXIII,611016,611255,1,79,Salt Induced Protein,Phospholipid-binding hydrophilin,Cytoplasmic phospholipid-binding protein involved in water deprivation response
YMR140W,SIP5,S000004748,chrXIII,547714,549183,1,489,Snf1 Interacting Protein,Protein of unknown function,Cytoplasmic protein of unknown function; involved in cellular response to low glucose
YMR216C,SKY1,S000004829,chrXIII,698811,701039,-1,742,SRPK1-like Kinase in Yeast,SR protein kinase (SRPK),"Protein serine/threonine kinase involved in protein phosphorylation; contributes to mRNA splice site selection, positive regulation of protein import into nucleus, and cellular ion and cation homeostasis; localizes to cytoplasm"
YML066C,SMA2,S000004531,chrXIII,140424,141533,-1,369,Spore Membrane Assembly,Meiosis-specific prospore membrane protein,"Prospore membrane protein that also localizes to the cytoplasm, vacuole, and vacuolar membrane; involved in prospore membrane formation and the spore membrane bending pathway"
YML058W,SML1,S000004523,chrXIII,159383,159697,1,104,Suppressor of Mec1 Lethality,Ribonucleotide reductase inhibitor,Inhibitor of ribonucleoside-diphosphate reductase (RNR); involved in mitochondrion organization and the cellular response to DNA damage; localizes to the nucleus and cytoplasm in high-throughput studies
YMR095C,SNO1,S000004701,chrXIII,457285,457959,-1,224,SNZ proximal Open reading frame,Protein of unconfirmed function,"Glutaminase subunit of the SNO1-SNZ1 pyridoxal 5'-phosphate synthase complex, which catalyzes the hydrolysis of glutamine to glutamate and ammonia; involved in pyridoxine biosynthesis, de novo pyridoxal 5'-phosphate biosynthesis, vitamin B6 biosynthesis, and regulation within apoptosis"
YMR322C,SNO4,S000004941,chrXIII,918366,919079,-1,237,SNZ proximal Open reading frame,Possible chaperone and cysteine protease,Glyoxalase III with a role in the cellular response to nutrient levels
YMR096W,SNZ1,S000004702,chrXIII,458408,459301,1,297,SNooZe,Subunit of a two-component pyridoxal-5'-phosphate synthase,Glutamine-hydrolyzing pyridoxal 5'-phosphate synthase involved in pyridoxine biosynthesis; subunit of glutaminase complex
YMR016C,SOK2,S000004618,chrXIII,303236,305593,-1,785,Suppressor Of Kinase,Nuclear protein that negatively regulates pseudohyphal differentiation,Putative DNA-binding transcription factor involved in pseudohyphal growth; localizes to both nucleus and cytoplasm
YMR066W,SOV1,S000004670,chrXIII,401541,404237,1,898,Synthesis Of Var,Mitochondrial protein of unknown function,Translational activator involved in mitochondrial translation; has role in mitochondrial ribosome assembly; localizes to the mitochondrion in different large-scale studies
YML055W,SPC2,S000004519,chrXIII,164790,165326,1,178,Signal Peptidase Complex,Subunit of signal peptidase complex,Peptidase involved in signal peptide processing and protein targeting to endoplasmic reticulum; subunit of signal peptidase complex
YMR117C,SPC24,S000004723,chrXIII,501250,501891,-1,213,Spindle Pole Component,Component of the kinetochore-associated Ndc80 complex,Subunit of Ndc80 complex involved in centromere clustering and chromosome segregation; localizes to kinetochore
YMR107W,SPG4,S000004713,chrXIII,483014,483361,1,115,Stationary Phase Gene,Protein required for high temperature survival during stationary phase,Protein whose biological role and cellular location are unknown
YMR191W,SPG5,S000004803,chrXIII,645656,646777,1,373,Stationary Phase Gene,Protein required for proteasome assembly during quiescence,Proteasome-binding protein involved in proteasome assembly
YMR017W,SPO20,S000004619,chrXIII,307489,308682,1,397,SPOrulation,Meiosis-specific subunit of the t-SNARE complex,SNAP receptor subunit of the SNARE complex that is involved in prospore assembly during sporulation; localizes to prospore membrane
